SR_No,Survey Registered Date,Survey ID,Mode of Survey,Survey Location,Survey Type,Survey Subtype,LR No,LR Date,Vehicle Number,Other Vehicle Numbers,Vehicle Gross Weight (Kg),Vehicle Tare Weight (Kg),UOM,Cargo Length,Cargo Breadth,Cargo Height,Cargo Weight (Kg),Gross Weight (KG),Unit of Qty,Product Qty,Unit Rate,Tax Rate,Gross Total,Invoice Date,Invoice Value,Sum Assured,Consignor GSTIN,Consignor Name,Consignor City,Consignor State,Consignee GSTIN,Consignee Name,Consignee City,Consignee State,Insurer GSTIN,Insurer Name,Insurer City,Insurer State,Carrier GSTIN,Carrier Name,Carrier City,Carrier State,Shipped From,Shipped To,Weather at Loading Port,Weather at Destination Port,External Packaging Detail,Internal Packaging Detail,Other Packaging Detail,Marks and Numbers (Container/Conveyance),Marks and Numbers (Cargo),Package Observation (Container/Conveyance),Package Observation (Cargo),Lashing (Cargo),Dunnage and Chocking (Cargo),Damages and Other Observation (Container),Damages and Other Observation (Cargo),Invoice and Packing List,Copy of L/R or Delivery Challan,Copy of E-way Bill,Copy of Vehicle Registration Certificate,Copy of Vehicle Fitness Certificate,Date of Factory Stuffing,Date of Cargo expected to leave,Date of L/R (anticipated),Survey Completed Date,Status,Survey Done By,source,Exposure_Value,Delay_Days,Route,Delay_LR_minus_Stuffing,Delay_Stuffing_minus_LR,Delay_Abs_Days,HSN2,from_lat,from_lon,to_lat,to_lon,distance_km,is_intracity,distance_usable,invoice_value,gross_total,sum_assured,exposure_value,eWayBill,eWayBill_12,eWayBillDate,ewaybill_is_valid_12,ewaybill_digits,origin_city,destination_city,route,origin_lat,origin_lon,dest_lat,dest_lon,dispatch_date,arrival_date,delay_days,consignor,consignee,carrier,client_tag,source_file,pipeline_version,run_date,Driver License No,Driver DOB,Driver Mobile No,HSN Code,Product Model No,Product Description,Consignor Address,Consignor Pincode,Consignee Address,Consignee Pincode,Insurer Address,Insurer Pincode,Carrier Address,Carrier PIN
121,2026-01-25,V2CSSRY101178,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ27TF0462,GJ27TF0462,"39,500","12,570",FT,8.0,8.1,8.0,"18,498","39,500",Numbers,1,"53,33,333",18.0,,2026-01-25,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,29AAACA6412D2Z3,,Bangalore,Karnataka,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,07AAACE6410F1Z4,,South Delhi,Delhi,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ27TF0462,  Other Vehicle Numbers: GJ27TF0462,    Flatbed trailer",UNIT SERIAL NUMBER W260000101,"Vehicle Number: GJ27TF0462,  Other Vehicle Numbers: GJ27TF0462,    Flatbed trailer",,18 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-25,2026-01-25,2026-01-25,2026-01-25 01:46:51 PM,Approved,Prashant,,,,,,,,,,,,,,,,"62,93,333","62,93,333","69,22,666",,642045994546.0,,2026-01-23,False,6420459945460,Vadodara,Dharwad,,,,,,,,,VOLTAS LIMITED,AIRPORTS AUTHORITY OF INDIA,EITA INDIA LIMITED,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH0320080096126,1977-12-19 18:30:00,8905155961.0,84186100.0,Product Model No,ACEGWFVXR3451M HPUD-WC VFD SCREW CHILLER(ACEGWFV XR3451MHP2),"  Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,Old Airport Road    AAI OFFICES  Bengaluru,560017.0,Bank Street    34/38  Fort,400023.0,"OKHLA INDUSTRIAL AREA  1ST FLOOR  B-283,  PHASE 1",110020.0
122,2026-01-28,V2CSSRY101187,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06VV6912,,"11,990","4,550",FT,9.3,7.4,9.3,"3,500","3,500",Numbers,1,"21,45,000",18.0,,2026-01-28,,,24AAACV2809D1ZS,,VADODARA,Gujarat,23ABKFS5046B1ZG,,Indore,Madhya Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06VV6912,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250002311,"Vehicle Number: GJ06VV6912,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE , , ,Yes,Yes,Yes,Yes,Yes,2026-01-28,2026-01-28,2026-01-28,2026-01-28 07:25:22 PM,Approved,Prashant,,,,,,,,,,,,,,,,"25,31,100","25,31,100","27,84,210",,602047926082.0,,2026-01-27,False,6020479260820,Vadodara,Indore,,,,,,,,,VOLTAS LIMITED,SHEETAL ENGINEERING,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH0220073005577,1981-04-14 18:30:00,6359785639.0,84186100.0,Product Model No, ACEGAFXR0801MLA/C SCR.CHP FL 80TR (1) RL," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,583 M.G ROAD    U-8  583 M.G ROAD,452001.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0
123,2026-02-01,V2CSSRY101191,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06AZ2325,,"12,990","4,760",FT,9.3,7.4,9.3,"5,497","5,497",Numbers,1,"23,78,000",18.0,,2026-02-01,,,24AAACV2809D1ZS,,VADODARA,Gujarat,27AAACN3154F1ZQ,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06AZ2325,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250002911,"Vehicle Number: GJ06AZ2325,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-01,2026-02-01,2026-02-01,2026-02-01 02:16:12 PM,Approved,Prashant,,,,,,,,,,,,,,,,"28,06,040","28,06,040","30,86,644",,692050503626.0,,2026-01-30,False,6920505036260,Vadodara,Thane,,,,,,,,,VOLTAS LIMITED,NUCLEAR POWER CORPORATIONOF INDIA LTD,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,GJ0620030013292,1980-09-10 18:30:00,6359785639.0,84186100.0,Product Model No, ACEGAFXR1051M L-105 TR 1C A/C FLOODED SCREW CHP," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,ANUSHAKTINAGAR    NABHIKIYA URJA BHAVAN  ANUSHAKTINAGAR,400094.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0
124,2026-02-01,V2CSSRY101192,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,HR74B8778,,"18,500","4,875",FT,9.3,7.6,9.3,"5,998","5,998",Numbers,1,"34,02,600",18.0,,2026-02-01,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,23AAACB2902M1Z1,,Indore,Madhya Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: HR74B8778,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000201,"Vehicle Number: HR74B8778,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-01,2026-02-01,2026-02-01,2026-02-01 06:38:47 PM,Approved,Prashant,,,,,,,,,,,,,,,,"40,15,068","40,15,068","44,16,575",,682050689303.0,,2026-01-31,False,6820506893030,Vadodara,Sagar,,,,,,,,,VOLTAS LIMITED,BHARAT PETROLEUM CORPORATION LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,HR2720210001989,1993-08-08 18:30:00,8708031299.0,84186100.0,Product Model No, ACEGAFVXR1401M H-AC VFD SCREW CHILLER(ACEGAFV XR1401MH)," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,AB Road    Manglia POL Depot  Manglia,453771.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
125,2026-02-01,V2CSSRY101193,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,DD01C9333,,"18,500","4,672",FT,9.3,7.6,9.3,"5,998","18,500",Numbers,1,"34,02,600",18.0,,2026-02-01,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,23AAACB2902M1Z1,,Indore,Madhya Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: DD01C9333,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000101,"Vehicle Number: DD01C9333,  Other Vehicle Numbers: ,    Flatbed trailer",,14 WELDING ON BASE FRAME ,2 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-01,2026-02-01,2026-02-01,2026-02-01 06:56:04 PM,Approved,Prashant,,,,,,,,,,,,,,,,"40,15,068","40,15,068","44,16,575",,672050749480.0,,2026-01-31,False,6720507494800,Vadodara,Sagar,,,,,,,,,VOLTAS LIMITED,BHARAT PETROLEUM CORPORATION LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP6120100007140,1986-06-05 18:30:00,8511879943.0,84186100.0,Product Model No,ACEGAFVXR1401M H-AC VFD SCREW CHILLER(ACEGAFV,"  Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,AB Road    Manglia POL Depot  Manglia,453771.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
126,2026-02-05,V2CSSRY101194,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH16DP2391,,"18,500","5,500",FT,9.3,7.4,9.3,"6,998","6,998",Numbers,1,"31,92,896",18.0,,2026-02-05,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAACV2809D1ZM,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH16DP2391,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000201 ,"Vehicle Number: MH16DP2391,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-05,2026-02-05,2026-02-05,2026-02-05 03:42:16 PM,Approved,Prashant,,,,,,,,,,,,,,,,"37,67,617","37,67,617","41,44,379",,662053180612.0,,2026-02-04,False,6620531806120,Vadodara,,,,,,,,,,VOLTAS LIMITED,VOLTAS LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MP1920100038175,1988-08-06 18:30:00,9926763141.0,84186100.0,Product Model No, ACEGAFVXR1801M H-AC VFD SCREW CHILLER," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,DR BABASAHEB AMBEDKAR ROAD    VOLTAS HOUSE A  CHINCHPOKLI,400033.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0
127,2026-02-05,V2CSSRY101195,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ16AW6374,,"18,500","8,340",FT,9.2,7.4,9.2,"6,998","6,998",Numbers,1,"31,92,896",18.0,,2026-02-05,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAACV2809D1ZM,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ16AW6374,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000301,"Vehicle Number: GJ16AW6374,  Other Vehicle Numbers: ,    Flatbed trailer",,14 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-05,2026-02-05,2026-02-05,2026-02-05 03:55:54 PM,Approved,Prashant,,,,,,,,,,,,,,,,"37,67,617","37,67,617","41,44,379",,632053178890.0,,2026-02-04,False,6320531788900,Vadodara,,,,,,,,,,VOLTAS LIMITED,VOLTAS LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,RJ5120150001133,1995-07-09 18:30:00,9664433631.0,84186100.0,Product Model No, ACEGAFVXR1801M H-AC VFD SCREW CHILLER (ACEGAFVXR1801M," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,DR BABASAHEB AMBEDKAR ROAD    VOLTAS HOUSE A  CHINCHPOKLI,400033.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0
128,2026-02-05,V2CSSRY101196,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ16AW6467,,"18,500","8,260",FT,9.0,7.5,9.0,"7,000","7,000",Numbers,1,"31,92,896",18.0,,2026-02-05,,,24AAACV2809D1ZS,,VADODARA,Gujarat,27AABCS6180M1ZX,,Pune,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ16AW6467,  Other Vehicle Numbers: ,    Flatbed trailer",Serial no - W260000101,"Vehicle Number: GJ16AW6467,  Other Vehicle Numbers: ,    Flatbed trailer",,04 - BELTS,WELDING FOR BASE FRAME - 10 NOS,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-05,2026-02-05,2026-02-05,2026-02-05 09:43:25 PM,Approved,Prashant,,,,,,,,,,,,,,,,"37,67,617","37,67,617","41,44,379",,632053182268.0,,2026-02-04,False,6320531822680,Vadodara,Pune,,,,,,,,,VOLTAS LIMITED,SGS INFRATECH LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP63 202300 10802,1996-12-31 18:30:00,7266844374.0,84186100.0,Product Model No,ACEGAFVXR1801MH-AC      VFD SCREW CHILLER,"Voltas limited, plot no 1 , siddhi industrial park  near GEB substation , waghodia",391760.0,MOLDEINA ROAD  231  SGS MAGNUM MALL  PUNE CAMP,411001.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0
129,2026-02-11,V2CSSRY101200,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH04FD8455,MH43BP7146,"15,200","5,600",FT,8.7,7.1,8.7,"8,500","8,500",Numbers,1,"74,45,000",18.0,,2026-02-11,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAACH5113Q1ZE,,Thane,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH04FD8455,  Other Vehicle Numbers: MH43BP7146,    Flatbed trailer",UNIT SERIAL NUMBER W260000101,"Vehicle Number: MH04FD8455,  Other Vehicle Numbers: MH43BP7146,    Flatbed trailer",,15 WELDING ON BASE FRAME ,2 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-11,2026-02-11,2026-02-11,2026-02-11 08:54:46 PM,Approved,Prashant,,,,,,,,,,,,,,,,"87,85,100","87,85,100","96,63,610",,612056598185.0,,2026-02-09,False,6120565981850,Vadodara,Raigarh(MH),,,,,,,,,VOLTAS LIMITED,PRIVI SPECIALITY CHEMICALS LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP6220230020851,2004-02-08 18:30:00,9723332178.0,84186100.0,Product Model No, ACWDX107M20EO3 839G-BCP SCREW ACWDX107M20EO3 839G with VFD," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,THANE  BELAPUR ROAD  1st Floor  PRIVI HOUSE  Navi Mumbai,400710.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0
130,2026-02-14,V2CSSRY101202,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06AV5987,,"12,900","4,855",FT,8.0,7.6,8.0,"5,999","6,000",Numbers,1,"41,00,000",18.0,,2026-02-14,,,24AAACV2809D1ZS,,VADODARA,Gujarat,24AAKCK2894F1ZC,,Vadodara,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AUVPD2913L1ZF,,Vadodara,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06AV5987,  Other Vehicle Numbers: ,    Flatbed trailer",Serial No.: W250000312,"Vehicle Number: GJ06AV5987,  Other Vehicle Numbers: ,    Flatbed trailer",,04 NOS - BELTS,05 NOS WELDING ON BASE FRAME,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-14,2026-02-14,2026-02-14,2026-02-14 04:27:22 PM,Approved,Prashant,,,,,,,,,,,,,,,,"48,38,000","48,38,000","53,21,800",,682059169202.0,,2026-02-13,False,6820591692020,Vadodara,Vadodara,,,,,,,,,VOLTAS LIMITED,KASR HEALTHCARE PRIVATE LIMITED,NAVEEN S DADHICH,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,GJ06 19850477926,1961-05-31 18:30:00,9173757440.0,84186100.0,Product Model No,  ACEGWFVXR3351M HP2D-WC VFD SCREW CHILLER,"Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,Savli    Survey No. 24 P1 and P3  Sherpura,391520.0,Bank Street    34/38  Fort,400023.0,VIP ROAD  FIRST FLOOR  F-8  Vadodara,390018.0
131,2026-02-18,V2CSSRY101206,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,DN09U9904,,"18,500","5,605",FT,10.0,8.4,10.0,"10,499","10,499",Numbers,1,"95,59,000",18.0,,2026-02-18,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,37AAACD6745J1ZF,,Visakhapatnam,Andhra Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: DN09U9904,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000502,"Vehicle Number: DN09U9904,  Other Vehicle Numbers: ,    Flatbed trailer",,18 WELDING ON BASE FRAME ,5 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-18,2026-02-18,2026-02-18,2026-02-18 07:56:04 PM,Approved,Prashant,,,,,,,,,,,,,,,,"1,12,79,620","1,12,79,620","1,24,07,582",,642061734335.0,,2026-02-17,False,6420617343350,Vadodara,Visakhapatnam,,,,,,,,,VOLTAS LIMITED,DIVI S LABORATORIES LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH1620230017325,1986-07-14 18:30:00,9328762266.0,84186100.0,Product Model No, ACWDX090M20EO8 4YLG-BRINE COMPRESSOR 91TR@-20°C,"  Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,BHEEMUNIPATNAM Mandal    EOU UNIT  VISAKHAPATNAM,531162.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
132,2026-02-24,V2CSSRY101214,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06AV9890,,"18,500","6,050",FT,9.6,7.4,9.6,"7,998","7,998",Numbers,1,"41,18,000",18.0,,2026-02-24,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,24AACCT5245K1Z9,,Vadodara,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AAACI5607C1Z5,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06BV9890,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000202,"Vehicle Number: GJ06BV9890,  Other Vehicle Numbers: ,    Flatbed trailer",,14 WELDING ON BASE FRAME ,3 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-24,2026-02-24,2026-02-24,2026-02-24 07:04:54 PM,Approved,Prashant,,,,,,,,,,,,,,,,"48,59,240","48,59,240","53,45,164",,632065577254.0,,2026-02-23,False,6320655772540,Vadodara,Vadodara,,,,,,,,,VOLTAS LIMITED,Tata Advanced Systems Limited,INLAND WORLD LOGISTICS PRIVATE LIMITED,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH0120080110382,1985-01-14 18:30:00,9079259538.0,84186100.0,Product Model No, ACEGAFVXR2001M H-AC VFD SCREW CHILLER(ACEGAFV,"  Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,"NEW VIP ROAD  MOOWR  Tata Aircraft Complex, C/o Vadodara Airport  Vadodara",390022.0,Bank Street    34/38  Fort,400023.0,"Ved Mandir Road, Kankaria    7A  Ahmedabad",380022.0
133,2026-02-24,V2CSSRY101215,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06BT9951,,"39,500","13,160",FT,10.0,7.4,10.0,"11,500","11,500",Numbers,1,"67,20,500",18.0,,2026-02-24,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,24AACCT5245K1Z9,,Vadodara,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AAACI5607C1Z5,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06BT9951,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000102,"Vehicle Number: GJ06BT9951,  Other Vehicle Numbers: ,    Flatbed trailer",,14 WELDING ON BASE FRAME,4 BELT USE ,Flatbed trailer,,Yes,Yes,Yes,Yes,Yes,2026-02-24,2026-02-24,2026-02-24,2026-02-24 07:25:17 PM,Approved,Prashant,,,,,,,,,,,,,,,,"79,30,190","79,30,190","87,23,209",,662065682870.0,,2026-02-23,False,6620656828700,Vadodara,Vadodara,,,,,,,,,VOLTAS LIMITED,Tata Advanced Systems Limited,INLAND WORLD LOGISTICS PRIVATE LIMITED,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,GJ1620020020313,1984-02-12 18:30:00,9979621990.0,84186100.0,Product Model No, ACEGAFVXR3302M H-AC VFD SCREW CHILLER (ACEGAFVXR3302MH,"Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,"NEW VIP ROAD  MOOWR  Tata Aircraft Complex, C/o Vadodara Airport  Vadodara",390022.0,Bank Street    34/38  Fort,400023.0,"Ved Mandir Road, Kankaria    7A  Ahmedabad",380022.0
