SR_No,Survey Registered Date,Survey ID,Mode of Survey,Survey Location,Survey Type,Survey Subtype,LR No,LR Date,Vehicle Number,Other Vehicle Numbers,Vehicle Gross Weight (Kg),Vehicle Tare Weight (Kg),UOM,Cargo Length,Cargo Breadth,Cargo Height,Cargo Weight (Kg),Gross Weight (KG),Unit of Qty,Product Qty,Unit Rate,Tax Rate,Gross Total,Invoice Date,Invoice Value,Sum Assured,Consignor GSTIN,Consignor Name,Consignor City,Consignor State,Consignee GSTIN,Consignee Name,Consignee City,Consignee State,Insurer GSTIN,Insurer Name,Insurer City,Insurer State,Carrier GSTIN,Carrier Name,Carrier City,Carrier State,Shipped From,Shipped To,Weather at Loading Port,Weather at Destination Port,External Packaging Detail,Internal Packaging Detail,Other Packaging Detail,Marks and Numbers (Container/Conveyance),Marks and Numbers (Cargo),Package Observation (Container/Conveyance),Package Observation (Cargo),Lashing (Cargo),Dunnage and Chocking (Cargo),Damages and Other Observation (Container),Damages and Other Observation (Cargo),Invoice and Packing List,Copy of L/R or Delivery Challan,Copy of E-way Bill,Copy of Vehicle Registration Certificate,Copy of Vehicle Fitness Certificate,Date of Factory Stuffing,Date of Cargo expected to leave,Date of L/R (anticipated),Survey Completed Date,Status,Survey Done By,source,Exposure_Value,Delay_Days,Route,Delay_LR_minus_Stuffing,Delay_Stuffing_minus_LR,Delay_Abs_Days,HSN2,from_lat,from_lon,to_lat,to_lon,distance_km,is_intracity,distance_usable,invoice_value,gross_total,sum_assured,exposure_value,eWayBill,eWayBill_12,eWayBillDate,ewaybill_is_valid_12,ewaybill_digits,origin_city,destination_city,route,origin_lat,origin_lon,dest_lat,dest_lon,dispatch_date,arrival_date,delay_days,consignor,consignee,carrier,client_tag,source_file,pipeline_version,run_date,Driver License No,Driver DOB,Driver Mobile No,HSN Code,Product Model No,Product Description,Consignor Address,Consignor Pincode,Consignee Address,Consignee Pincode,Insurer Address,Insurer Pincode,Carrier Address,Carrier PIN,use_for_distance_analytics,near_zero_distance,must_have_nonnull,must_have_fill_rate,is_suspect_test_row,invoice_value_raw,gross_total_raw,sum_assured_raw,dispatch_dt,arrival_dt,delay_abs_days
118,2026-01-22,V2CSSRY101172,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ01HT2173,,"18,500","5,870",FT,9.0,7.4,9.0,"9,000","9,000",Numbers,1,"55,12,900",18.0,,2026-01-22,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ01HT2173,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260001501,"Vehicle Number: GJ01HT2173,  Other Vehicle Numbers: ,    Flatbed trailer",,14 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-22,2026-01-22,2026-01-22,2026-01-22 04:15:00 PM,Approved,Prashant,,,,,,,,,,,,,126.62300478255521,False,,6505222.0,6505222.0,7155744.0,7155744.0,662044183068.0,,2026-01-21,False,6620441830680,Vadodara,Surat,,22.2973142,73.1942567,21.2094892,72.8317058,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP5520200011886,1999-09-04 18:30:00,9151252426.0,84186100.0,Product Model No, ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"65,05,222","65,05,222","71,55,744",,,
119,2026-01-22,V2CSSRY101173,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06AZ2325,,"12,990","4,760",FT,9.3,7.6,9.3,"4,500","4,500",Numbers,1,"29,90,000",18.0,,2026-01-22,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,23AABCM0082E1Z3,,Bhopal,Madhya Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06AZ2325,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000601,"Vehicle Number: GJ06AZ2325,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,3 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-22,2026-01-22,2026-01-22,2026-01-22 10:52:54 PM,Approved,Prashant,,,,,,,,,,,,,444.4105677766864,False,,3528200.0,3528200.0,3881020.0,3881020.0,632044530179.0,,2026-01-21,False,6320445301790,Vadodara,Bhopal,,22.2973142,73.1942567,23.2584857,77.401989,,,,VOLTAS LIMITED,MAKSON HEALTHCARE PRIVATE LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,GJ0620030013292,1980-09-10 18:30:00,9712007565.0,84186100.0,Product Model No, ACEGAFVXR1201M H-AC VFD SCREW CHILLER (ACEGAFVXR1201M,"  Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,INDUSTRIAL AREA    PLOT NO 6A  MANDIDEEP,462046.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0,True,False,11,1.0,False,"35,28,200","35,28,200","38,81,020",,,
120,2026-01-25,V2CSSRY101176,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ27TF0462,GJ27TF0462,"39,500","12,570",FT,8.0,8.1,8.0,"18,500","18,500",Numbers,2,"55,33,333",18.0,,2026-01-25,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,29AAACA6412D2Z3,,Bangalore,Karnataka,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,07AAACE6410F1Z4,,South Delhi,Delhi,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ27TF0462,  Other Vehicle Numbers: GJ27TF0462,    Flatbed trailer",UNIT SERIAL NUMBER W250000112 W260000201,"Vehicle Number: GJ27TF0462,  Other Vehicle Numbers: GJ27TF0462,    Flatbed trailer",,32 WELDING ON BASE FRAME ,6 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-25,2026-01-25,2026-01-25,2026-01-25 12:52:43 PM,Approved,Prashant,,,,,,,,,,,,,796.7331804243922,False,,13058666.0,13058667.0,14364533.0,14364533.0,602045994205.0,,2026-01-23,False,6020459942050,Vadodara,Dharwad,,22.2973142,73.1942567,15.3707296,75.1332867,,,,VOLTAS LIMITED,AIRPORTS AUTHORITY OF INDIA,EITA INDIA LIMITED,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH0320080096126,1977-12-19 18:30:00,8905155961.0,84186100.0,Product Model No,ACEGWFVXR3451M HPUA-WC VFD SCREW CHILLER(ACEGWFV XR3451MHP2)," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,Old Airport Road    AAI OFFICES  Bengaluru,560017.0,Bank Street    34/38  Fort,400023.0,"OKHLA INDUSTRIAL AREA  1ST FLOOR  B-283,  PHASE 1",110020.0,True,False,11,1.0,False,"1,30,58,666","1,30,58,667","1,43,64,533",,,
121,2026-01-25,V2CSSRY101178,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ27TF0462,GJ27TF0462,"39,500","12,570",FT,8.0,8.1,8.0,"18,498","39,500",Numbers,1,"53,33,333",18.0,,2026-01-25,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,29AAACA6412D2Z3,,Bangalore,Karnataka,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,07AAACE6410F1Z4,,South Delhi,Delhi,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ27TF0462,  Other Vehicle Numbers: GJ27TF0462,    Flatbed trailer",UNIT SERIAL NUMBER W260000101,"Vehicle Number: GJ27TF0462,  Other Vehicle Numbers: GJ27TF0462,    Flatbed trailer",,18 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-25,2026-01-25,2026-01-25,2026-01-25 01:46:51 PM,Approved,Prashant,,,,,,,,,,,,,796.7331804243922,False,,6293333.0,6293333.0,6922666.0,6922666.0,642045994546.0,,2026-01-23,False,6420459945460,Vadodara,Dharwad,,22.2973142,73.1942567,15.3707296,75.1332867,,,,VOLTAS LIMITED,AIRPORTS AUTHORITY OF INDIA,EITA INDIA LIMITED,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH0320080096126,1977-12-19 18:30:00,8905155961.0,84186100.0,Product Model No,ACEGWFVXR3451M HPUD-WC VFD SCREW CHILLER(ACEGWFV XR3451MHP2),"  Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,Old Airport Road    AAI OFFICES  Bengaluru,560017.0,Bank Street    34/38  Fort,400023.0,"OKHLA INDUSTRIAL AREA  1ST FLOOR  B-283,  PHASE 1",110020.0,True,False,11,1.0,False,"62,93,333","62,93,333","69,22,666",,,
122,2026-01-28,V2CSSRY101187,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06VV6912,,"11,990","4,550",FT,9.3,7.4,9.3,"3,500","3,500",Numbers,1,"21,45,000",18.0,,2026-01-28,,,24AAACV2809D1ZS,,VADODARA,Gujarat,23ABKFS5046B1ZG,,Indore,Madhya Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06VV6912,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250002311,"Vehicle Number: GJ06VV6912,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE , , ,Yes,Yes,Yes,Yes,Yes,2026-01-28,2026-01-28,2026-01-28,2026-01-28 07:25:22 PM,Approved,Prashant,,,,,,,,,,,,,278.67290970874615,False,,2531100.0,2531100.0,2784210.0,2784210.0,602047926082.0,,2026-01-27,False,6020479260820,Vadodara,Indore,,22.2973142,73.1942567,22.7203616,75.8681996,,,,VOLTAS LIMITED,SHEETAL ENGINEERING,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH0220073005577,1981-04-14 18:30:00,6359785639.0,84186100.0,Product Model No, ACEGAFXR0801MLA/C SCR.CHP FL 80TR (1) RL," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,583 M.G ROAD    U-8  583 M.G ROAD,452001.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0,True,False,11,1.0,False,"25,31,100","25,31,100","27,84,210",,,
123,2026-02-01,V2CSSRY101191,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06AZ2325,,"12,990","4,760",FT,9.3,7.4,9.3,"5,497","5,497",Numbers,1,"23,78,000",18.0,,2026-02-01,,,24AAACV2809D1ZS,,VADODARA,Gujarat,27AAACN3154F1ZQ,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06AZ2325,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250002911,"Vehicle Number: GJ06AZ2325,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-01,2026-02-01,2026-02-01,2026-02-01 02:16:12 PM,Approved,Prashant,,,,,,,,,,,,,326.52107211264706,False,,2806040.0,2806040.0,3086644.0,3086644.0,692050503626.0,,2026-01-30,False,6920505036260,Vadodara,Thane,,22.2973142,73.1942567,19.3653598,73.3685437,,,,VOLTAS LIMITED,NUCLEAR POWER CORPORATIONOF INDIA LTD,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,GJ0620030013292,1980-09-10 18:30:00,6359785639.0,84186100.0,Product Model No, ACEGAFXR1051M L-105 TR 1C A/C FLOODED SCREW CHP," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,ANUSHAKTINAGAR    NABHIKIYA URJA BHAVAN  ANUSHAKTINAGAR,400094.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0,True,False,11,1.0,False,"28,06,040","28,06,040","30,86,644",,,
124,2026-02-01,V2CSSRY101192,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,HR74B8778,,"18,500","4,875",FT,9.3,7.6,9.3,"5,998","5,998",Numbers,1,"34,02,600",18.0,,2026-02-01,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,23AAACB2902M1Z1,,Indore,Madhya Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: HR74B8778,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000201,"Vehicle Number: HR74B8778,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-01,2026-02-01,2026-02-01,2026-02-01 06:38:47 PM,Approved,Prashant,,,,,,,,,,,,,593.5010184469497,False,,4015068.0,4015068.0,4416575.0,4416575.0,682050689303.0,,2026-01-31,False,6820506893030,Vadodara,Sagar,,22.2973142,73.1942567,23.8083076,78.758254,,,,VOLTAS LIMITED,BHARAT PETROLEUM CORPORATION LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,HR2720210001989,1993-08-08 18:30:00,8708031299.0,84186100.0,Product Model No, ACEGAFVXR1401M H-AC VFD SCREW CHILLER(ACEGAFV XR1401MH)," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,AB Road    Manglia POL Depot  Manglia,453771.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"40,15,068","40,15,068","44,16,575",,,
125,2026-02-01,V2CSSRY101193,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,DD01C9333,,"18,500","4,672",FT,9.3,7.6,9.3,"5,998","18,500",Numbers,1,"34,02,600",18.0,,2026-02-01,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,23AAACB2902M1Z1,,Indore,Madhya Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: DD01C9333,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000101,"Vehicle Number: DD01C9333,  Other Vehicle Numbers: ,    Flatbed trailer",,14 WELDING ON BASE FRAME ,2 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-01,2026-02-01,2026-02-01,2026-02-01 06:56:04 PM,Approved,Prashant,,,,,,,,,,,,,593.5010184469497,False,,4015068.0,4015068.0,4416575.0,4416575.0,672050749480.0,,2026-01-31,False,6720507494800,Vadodara,Sagar,,22.2973142,73.1942567,23.8083076,78.758254,,,,VOLTAS LIMITED,BHARAT PETROLEUM CORPORATION LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP6120100007140,1986-06-05 18:30:00,8511879943.0,84186100.0,Product Model No,ACEGAFVXR1401M H-AC VFD SCREW CHILLER(ACEGAFV,"  Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,AB Road    Manglia POL Depot  Manglia,453771.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"40,15,068","40,15,068","44,16,575",,,
126,2026-02-05,V2CSSRY101194,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH16DP2391,,"18,500","5,500",FT,9.3,7.4,9.3,"6,998","6,998",Numbers,1,"31,92,896",18.0,,2026-02-05,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAACV2809D1ZM,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH16DP2391,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000201 ,"Vehicle Number: MH16DP2391,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-05,2026-02-05,2026-02-05,2026-02-05 03:42:16 PM,Approved,Prashant,,,,,,,,,,,,,,False,,3767617.0,3767617.0,4144379.0,4144379.0,662053180612.0,,2026-02-04,False,6620531806120,Vadodara,,,22.2973142,73.1942567,,,,,,VOLTAS LIMITED,VOLTAS LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MP1920100038175,1988-08-06 18:30:00,9926763141.0,84186100.0,Product Model No, ACEGAFVXR1801M H-AC VFD SCREW CHILLER," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,DR BABASAHEB AMBEDKAR ROAD    VOLTAS HOUSE A  CHINCHPOKLI,400033.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0,True,False,10,0.9090909090909091,False,"37,67,617","37,67,617","41,44,379",,,
127,2026-02-05,V2CSSRY101195,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ16AW6374,,"18,500","8,340",FT,9.2,7.4,9.2,"6,998","6,998",Numbers,1,"31,92,896",18.0,,2026-02-05,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAACV2809D1ZM,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ16AW6374,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260000301,"Vehicle Number: GJ16AW6374,  Other Vehicle Numbers: ,    Flatbed trailer",,14 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-05,2026-02-05,2026-02-05,2026-02-05 03:55:54 PM,Approved,Prashant,,,,,,,,,,,,,,False,,3767617.0,3767617.0,4144379.0,4144379.0,632053178890.0,,2026-02-04,False,6320531788900,Vadodara,,,22.2973142,73.1942567,,,,,,VOLTAS LIMITED,VOLTAS LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,RJ5120150001133,1995-07-09 18:30:00,9664433631.0,84186100.0,Product Model No, ACEGAFVXR1801M H-AC VFD SCREW CHILLER (ACEGAFVXR1801M," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,DR BABASAHEB AMBEDKAR ROAD    VOLTAS HOUSE A  CHINCHPOKLI,400033.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0,True,False,10,0.9090909090909091,False,"37,67,617","37,67,617","41,44,379",,,
128,2026-02-05,V2CSSRY101196,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ16AW6467,,"18,500","8,260",FT,9.0,7.5,9.0,"7,000","7,000",Numbers,1,"31,92,896",18.0,,2026-02-05,,,24AAACV2809D1ZS,,VADODARA,Gujarat,27AABCS6180M1ZX,,Pune,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ16AW6467,  Other Vehicle Numbers: ,    Flatbed trailer",Serial no - W260000101,"Vehicle Number: GJ16AW6467,  Other Vehicle Numbers: ,    Flatbed trailer",,04 - BELTS,WELDING FOR BASE FRAME - 10 NOS,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-05,2026-02-05,2026-02-05,2026-02-05 09:43:25 PM,Approved,Prashant,,,,,,,,,,,,,425.4633315419078,False,,3767617.0,3767617.0,4144379.0,4144379.0,632053182268.0,,2026-02-04,False,6320531822680,Vadodara,Pune,,22.2973142,73.1942567,18.5213738,73.8545071,,,,VOLTAS LIMITED,SGS INFRATECH LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP63 202300 10802,1996-12-31 18:30:00,7266844374.0,84186100.0,Product Model No,ACEGAFVXR1801MH-AC      VFD SCREW CHILLER,"Voltas limited, plot no 1 , siddhi industrial park  near GEB substation , waghodia",391760.0,MOLDEINA ROAD  231  SGS MAGNUM MALL  PUNE CAMP,411001.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0,True,False,11,1.0,False,"37,67,617","37,67,617","41,44,379",,,
129,2026-02-11,V2CSSRY101200,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH04FD8455,MH43BP7146,"15,200","5,600",FT,8.7,7.1,8.7,"8,500","8,500",Numbers,1,"74,45,000",18.0,,2026-02-11,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAACH5113Q1ZE,,Thane,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH04FD8455,  Other Vehicle Numbers: MH43BP7146,    Flatbed trailer",UNIT SERIAL NUMBER W260000101,"Vehicle Number: MH04FD8455,  Other Vehicle Numbers: MH43BP7146,    Flatbed trailer",,15 WELDING ON BASE FRAME ,2 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-02-11,2026-02-11,2026-02-11,2026-02-11 08:54:46 PM,Approved,Prashant,,,,,,,,,,,,,363.09463463764945,False,,8785100.0,8785100.0,9663610.0,9663610.0,612056598185.0,,2026-02-09,False,6120565981850,Vadodara,Raigarh(MH),,22.2973142,73.1942567,19.0342426,73.0627866,,,,VOLTAS LIMITED,PRIVI SPECIALITY CHEMICALS LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP6220230020851,2004-02-08 18:30:00,9723332178.0,84186100.0,Product Model No, ACWDX107M20EO3 839G-BCP SCREW ACWDX107M20EO3 839G with VFD," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,THANE  BELAPUR ROAD  1st Floor  PRIVI HOUSE  Navi Mumbai,400710.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0,True,False,11,1.0,False,"87,85,100","87,85,100","96,63,610",,,
